id,problem,topic,difficulty,company,status,tags,url,description,notes,bookmark,solution_approach,time_complexity,space_complexity,pattern,interview_frequency,attempts,last_attempted,confidence_level
251,Find longest substring without repeating characters (Graph),Graph,Medium,"Amazon, Google, Facebook",unsolved,,https://leetcode.com/problems/longest-substring-without-repeating-characters/,"Given a string, find the length of the longest substring that contains no repeating characters. Use a sliding window approach with a hash set. This variant emphasizes the Graph data structure/approach. This is an intermediate-level problem. Optimized solutions using efficient data structures or algorithms are expected.",,false,Sliding Window,O(n),"O(min(n,charset))",Sliding Window,High,0,,
252,Find longest substring without repeating characters (Graph),Graph,Hard,"Amazon, Google, Facebook",unsolved,,https://leetcode.com/problems/longest-substring-without-repeating-characters/,"Given a string, find the length of the longest substring that contains no repeating characters. Use a sliding window approach with a hash set. This variant emphasizes the Graph data structure/approach. This is an advanced-level problem requiring deep algorithmic knowledge. Aim for optimal time and space complexity.",,false,Sliding Window,O(n),"O(min(n,charset))",Sliding Window,High,0,,
253,Implement a stack using queues (Graph),Graph,Easy,"Microsoft, Bloomberg",unsolved,,https://leetcode.com/problems/implement-stack-using-queues/,"Implement a last-in-first-out (LIFO) stack using only two queues. Support push, pop, top, and empty operations efficiently. This variant emphasizes the Graph data structure/approach. This is an introductory-level problem suitable for beginners. Focus on the brute-force or straightforward approach first.",,false,Queue Simulation,O(1) amortized,O(n),Stack / Queue,Medium,0,,
254,Implement a stack using queues (Graph),Graph,Medium,"Microsoft, Bloomberg",unsolved,,https://leetcode.com/problems/implement-stack-using-queues/,"Implement a last-in-first-out (LIFO) stack using only two queues. Support push, pop, top, and empty operations efficiently. This variant emphasizes the Graph data structure/approach. This is an intermediate-level problem. Optimized solutions using efficient data structures or algorithms are expected.",,false,Queue Simulation,O(1) amortized,O(n),Stack / Queue,Medium,0,,
255,Implement a stack using queues (Graph),Graph,Hard,"Microsoft, Bloomberg",unsolved,,https://leetcode.com/problems/implement-stack-using-queues/,"Implement a last-in-first-out (LIFO) stack using only two queues. Support push, pop, top, and empty operations efficiently. This variant emphasizes the Graph data structure/approach. This is an advanced-level problem requiring deep algorithmic knowledge. Aim for optimal time and space complexity.",,false,Queue Simulation,O(1) amortized,O(n),Stack / Queue,Medium,0,,
256,Find shortest path between nodes (Graph),Graph,Easy,"Google, Uber, Lyft",unsolved,,https://leetcode.com/problems/network-delay-time/,"Given a weighted graph, find the shortest path between a source and destination node. Apply Dijkstra's algorithm or BFS for unweighted graphs. This variant emphasizes the Graph data structure/approach. This is an introductory-level problem suitable for beginners. Focus on the brute-force or straightforward approach first.",,false,Dijkstra / BFS,O((V+E) log V),O(V+E),Shortest Path,High,0,,
257,Find shortest path between nodes (Graph),Graph,Medium,"Google, Uber, Lyft",unsolved,,https://leetcode.com/problems/network-delay-time/,"Given a weighted graph, find the shortest path between a source and destination node. Apply Dijkstra's algorithm or BFS for unweighted graphs. This variant emphasizes the Graph data structure/approach. This is an intermediate-level problem. Optimized solutions using efficient data structures or algorithms are expected.",,false,Dijkstra / BFS,O((V+E) log V),O(V+E),Shortest Path,High,0,,
258,Find shortest path between nodes (Graph),Graph,Hard,"Google, Uber, Lyft",unsolved,,https://leetcode.com/problems/network-delay-time/,"Given a weighted graph, find the shortest path between a source and destination node. Apply Dijkstra's algorithm or BFS for unweighted graphs. This variant emphasizes the Graph data structure/approach. This is an advanced-level problem requiring deep algorithmic knowledge. Aim for optimal time and space complexity.",,false,Dijkstra / BFS,O((V+E) log V),O(V+E),Shortest Path,High,0,,
259,Check if a binary tree is balanced (Graph),Graph,Easy,"Amazon, Apple, Adobe",unsolved,,https://leetcode.com/problems/balanced-binary-tree/,"Given a binary tree, determine if it is height-balanced, meaning the depth of the two subtrees of every node never differs by more than one. This variant emphasizes the Graph data structure/approach. This is an introductory-level problem suitable for beginners. Focus on the brute-force or straightforward approach first.",,false,DFS (Post-order),O(n),O(h),Tree DFS,Medium,0,,
260,Check if a binary tree is balanced (Graph),Graph,Medium,"Amazon, Apple, Adobe",unsolved,,https://leetcode.com/problems/balanced-binary-tree/,"Given a binary tree, determine if it is height-balanced, meaning the depth of the two subtrees of every node never differs by more than one. This variant emphasizes the Graph data structure/approach. This is an intermediate-level problem. Optimized solutions using efficient data structures or algorithms are expected.",,false,DFS (Post-order),O(n),O(h),Tree DFS,Medium,0,,
261,Check if a binary tree is balanced (Graph),Graph,Hard,"Amazon, Apple, Adobe",unsolved,,https://leetcode.com/problems/balanced-binary-tree/,"Given a binary tree, determine if it is height-balanced, meaning the depth of the two subtrees of every node never differs by more than one. This variant emphasizes the Graph data structure/approach. This is an advanced-level problem requiring deep algorithmic knowledge. Aim for optimal time and space complexity.",,false,DFS (Post-order),O(n),O(h),Tree DFS,Medium,0,,
262,Find duplicate elements (Graph),Graph,Easy,"Amazon, Google, Facebook",unsolved,,https://leetcode.com/problems/find-the-duplicate-number/,"Given an array containing n+1 integers where each integer is between 1 and n, find the duplicate number without modifying the array and using only constant extra space. This variant emphasizes the Graph data structure/approach. This is an introductory-level problem suitable for beginners. Focus on the brute-force or straightforward approach first.",,false,Floyd's Cycle Detection,O(n),O(1),Fast & Slow Pointers,High,0,,
263,Find duplicate elements (Graph),Graph,Medium,"Amazon, Google, Facebook",unsolved,,https://leetcode.com/problems/find-the-duplicate-number/,"Given an array containing n+1 integers where each integer is between 1 and n, find the duplicate number without modifying the array and using only constant extra space. This variant emphasizes the Graph data structure/approach. This is an intermediate-level problem. Optimized solutions using efficient data structures or algorithms are expected.",,false,Floyd's Cycle Detection,O(n),O(1),Fast & Slow Pointers,High,0,,
264,Find duplicate elements (Graph),Graph,Hard,"Amazon, Google, Facebook",unsolved,,https://leetcode.com/problems/find-the-duplicate-number/,"Given an array containing n+1 integers where each integer is between 1 and n, find the duplicate number without modifying the array and using only constant extra space. This variant emphasizes the Graph data structure/approach. This is an advanced-level problem requiring deep algorithmic knowledge. Aim for optimal time and space complexity.",,false,Floyd's Cycle Detection,O(n),O(1),Fast & Slow Pointers,High,0,,
265,Merge two sorted arrays (Graph),Graph,Easy,"Google, Microsoft, Apple",unsolved,,https://leetcode.com/problems/merge-sorted-array/,"Given two sorted arrays, merge them into a single sorted array. Optimize for in-place merging when possible using a two-pointer technique. This variant emphasizes the Graph data structure/approach. This is an introductory-level problem suitable for beginners. Focus on the brute-force or straightforward approach first.",,false,Two Pointers,O(m+n),O(1),Two Pointers,High,0,,
266,Merge two sorted arrays (Graph),Graph,Medium,"Google, Microsoft, Apple",unsolved,,https://leetcode.com/problems/merge-sorted-array/,"Given two sorted arrays, merge them into a single sorted array. Optimize for in-place merging when possible using a two-pointer technique. This variant emphasizes the Graph data structure/approach. This is an intermediate-level problem. Optimized solutions using efficient data structures or algorithms are expected.",,false,Two Pointers,O(m+n),O(1),Two Pointers,High,0,,
267,Merge two sorted arrays (Graph),Graph,Hard,"Google, Microsoft, Apple",unsolved,,https://leetcode.com/problems/merge-sorted-array/,"Given two sorted arrays, merge them into a single sorted array. Optimize for in-place merging when possible using a two-pointer technique. This variant emphasizes the Graph data structure/approach. This is an advanced-level problem requiring deep algorithmic knowledge. Aim for optimal time and space complexity.",,false,Two Pointers,O(m+n),O(1),Two Pointers,High,0,,
268,Implement LRU cache (Graph),Graph,Easy,"Amazon, Google, Facebook",unsolved,,https://leetcode.com/problems/lru-cache/,Design a data structure for a Least Recently Used (LRU) cache that supports get and put operations in O(1) time. Use a combination of a hashmap and doubly linked list. This variant emphasizes the Graph data structure/approach. This is an introductory-level problem suitable for beginners. Focus on the brute-force or straightforward approach first.,,false,HashMap + Doubly Linked List,O(1),O(capacity),Design,High,0,,
